reference	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	S61	S62	S63	S64	S65	S66	S67	S68	S69	S70	S71	S72	S73	S74	S75	S76	S77	S78	S79	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S90	S91	S92	S93	S94	S95	S96	S97	S98	S99	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S127	S128	S129	S130	S131	S132	S133	S134	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155																																																																																																																																																												
time 	area																																																																																																																																																																																																																																																																																																																						
0	0	33.78	47.839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.387	2.695	0	0	0	0	30.873	17.924	31.755	10.478	0	0	41.171	2.967	0	0	52.833	5.314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.621	4.953	0	0	0	0	32.176	78.422	0	0	0	0	0	0	0	0	0	0	0	0	36.535	5.341	0	0	0	0	0	0	31.757	9.952	0	0	38.215	6.645	0	0	0	0	0	0	31.295	21.295	29.558	13.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.315	8.113	0	0	0	0	34.355	109.379	0	0	0	0	0	0	52.809	2.283	0	0	0	0	0	0	0	0	0	0	0	0	33.419	1.685	0	0	37.207	6.996	0	0	29.685	25.944	34.736	20.097	33.922	33.971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.12	8.906	35.23	7.502	32.145	54.2	0	0	0	0	0	0	32.693	3.781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.705	10.306	0	0	0	0	0	0	33.396	1.47	29.377	15.114	30.624	190.914	0	0	0	0	0	0	43.786	0.782
0	0	33.951	76.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.515	6.847	0	0	0	0	30.994	12.592	31.813	10.978	0	0	41.654	5.8	0	0	53.277	2.507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.722	4.63	0	0	0	0	32.277	168.537	0	0	0	0	0	0	0	0	0	0	0	0	36.627	2.646	0	0	0	0	0	0	31.817	12.294	0	0	38.447	2.464	0	0	0	0	0	0	31.406	142.389	29.679	19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.6	1.056	0	0	0	0	34.644	54.367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.555	27.992	0	0	37.567	0.274	0	0	29.766	27.396	34.849	10.783	34.063	17.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.236	9.991	35.503	110.271	32.242	108.874	0	0	0	0	0	0	32.836	8.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.831	29.562	0	0	0	0	0	0	33.528	28.535	29.457	15.154	30.722	48.262	0	0	0	0	0	0	45.053	1.167
0	0	34.093	26.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.585	4.046	0	0	0	0	31.099	16.993	31.931	21.01	0	0	41.809	13.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.831	6.812	0	0	0	0	32.473	113.971	0	0	0	0	0	0	0	0	0	0	0	0	36.714	3.182	0	0	0	0	0	0	31.935	24.556	0	0	38.556	2.42	0	0	0	0	0	0	31.461	146.951	29.76	19.599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.19	0.6	0	0	0	0	34.73	37.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.641	15.4	0	0	39.023	4.126	0	0	29.942	169.91	34.973	4.747	34.162	26.413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.301	9.089	35.64	11.964	32.441	68.555	0	0	0	0	0	0	32.959	3.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.96	13.427	0	0	0	0	0	0	33.616	17.232	29.547	18.396	30.833	49.528	0	0	0	0	0	0	45.352	1.971
0	0	34.195	47.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.702	3.269	0	0	0	0	31.197	13.221	32.041	19.432	0	0	43.09	0.624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.028	4.983	0	0	0	0	32.594	27.329	0	0	0	0	0	0	0	0	0	0	0	0	36.83	4.656	0	0	0	0	0	0	32.048	21.87	0	0	38.766	2.481	0	0	0	0	0	0	31.661	30.935	29.936	159.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.839	22.451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.757	38.731	0	0	39.947	1.144	0	0	30.121	38.889	35.08	8.197	34.362	94.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.502	146.867	35.855	12.413	32.56	22.19	0	0	0	0	0	0	33.067	103.871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.073	212.689	0	0	0	0	0	0	33.733	29.694	29.672	29.191	30.978	31.835	0	0	0	0	0	0	46.089	1.042
0	0	34.39	106.572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.799	6.428	0	0	0	0	31.296	10.352	32.175	63.067	0	0	43.747	1.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.239	32.539	0	0	0	0	32.68	17.226	0	0	0	0	0	0	0	0	0	0	0	0	37.034	6.724	0	0	0	0	0	0	32.177	56.01	0	0	39.028	7.652	0	0	0	0	0	0	31.746	17.469	30.124	31.977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.066	32.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.922	30.569	0	0	40.195	0.699	0	0	30.179	15.475	35.141	7.036	34.513	11.599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.644	44.086	36.046	1.517	32.645	11.518	0	0	0	0	0	0	33.222	54.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.223	162.543	0	0	0	0	0	0	33.822	9.243	29.751	26.916	31.088	52.572	0	0	0	0	0	0	46.666	0.87
0	0	34.682	67.459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.975	3.496	0	0	0	0	31.404	62.143	32.27	86.262	0	0	46.76	0.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.487	2.394	0	0	0	0	32.735	14.398	0	0	0	0	0	0	0	0	0	0	0	0	37.226	14.843	0	0	0	0	0	0	32.274	92.044	0	0	39.477	1.402	0	0	0	0	0	0	31.803	18.268	30.229	29.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.138	16.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.065	14.714	0	0	40.307	0.52	0	0	30.235	32.853	35.231	6.062	34.654	34.819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.852	20.072	36.16	0.572	32.697	12.935	0	0	0	0	0	0	33.39	2.979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.396	1.712	0	0	0	0	0	0	33.899	27.949	29.832	9.754	31.186	35.106	0	0	0	0	0	0	47.173	7.661
0	0	34.77	45.517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.202	27.573	0	0	0	0	31.457	67.801	32.469	63.602	0	0	47.04	0.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.619	6.89	0	0	0	0	32.862	64.078	0	0	0	0	0	0	0	0	0	0	0	0	37.446	2.636	0	0	0	0	0	0	32.476	67.794	0	0	39.94	1.516	0	0	0	0	0	0	31.922	33.803	30.389	66.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.229	15.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.167	22.517	0	0	41.178	3.613	0	0	30.397	91.149	35.326	8.585	34.739	28.891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.053	4.674	36.241	1.473	32.83	39.754	0	0	0	0	0	0	33.529	7.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.527	22.837	0	0	0	0	0	0	34.037	15.583	29.929	217.33	31.284	29.985	0	0	0	0	0	0	47.507	6.047
0	0	34.884	29.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.393	1.386	0	0	0	0	31.662	15.974	32.589	15.558	0	0	47.318	15.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.776	5.477	0	0	0	0	32.993	25.238	0	0	0	0	0	0	0	0	0	0	0	0	37.602	4.08	0	0	0	0	0	0	32.597	18.16	0	0	40.189	1.961	0	0	0	0	0	0	32.033	32.117	30.508	15.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.324	20.733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.364	75.935	0	0	41.771	1.646	0	0	30.515	27.015	35.523	12.011	34.848	19.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.248	10.948	36.483	1.817	32.957	16.049	0	0	0	0	0	0	33.618	2.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.612	12.336	0	0	0	0	0	0	34.141	21.466	30.105	63.103	31.395	167.205	0	0	0	0	0	0	47.896	21.245
0	0	35.013	28.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.579	4.038	0	0	0	0	31.747	8.588	32.673	6.968	0	0	47.589	1.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.985	6.996	0	0	0	0	33.112	414.647	0	0	0	0	0	0	0	0	0	0	0	0	37.757	6.845	0	0	0	0	0	0	32.681	8.422	0	0	40.301	1.499	0	0	0	0	0	0	32.164	75.705	30.632	185.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.518	111.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.658	36.784	0	0	43.084	0.611	0	0	30.64	200.985	35.668	36.284	34.966	8.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.34	3.12	36.763	0.481	33.071	242.725	0	0	0	0	0	0	33.735	7.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.735	26.376	0	0	0	0	0	0	34.337	70.874	30.217	38.164	31.449	163.935	0	0	0	0	0	0	48.827	0.484
0	0	35.116	18.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.768	3.351	0	0	0	0	31.804	8.427	32.727	8.918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.09	2.543	0	0	0	0	33.26	324.886	0	0	0	0	0	0	0	0	0	0	0	0	37.969	2.932	0	0	0	0	0	0	32.734	10.577	0	0	40.845	2.141	0	0	0	0	0	0	32.262	138.466	30.731	32.307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.662	64.711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.741	26.716	0	0	43.252	0.318	0	0	30.739	47.966	35.876	7.212	35.076	16.802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.475	11.695	37.174	7.844	33.22	178.914	0	0	0	0	0	0	33.903	8.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.82	7.658	0	0	0	0	0	0	34.624	37.983	30.379	71.308	31.653	46.946	0	0	0	0	0	0	49.07	4.836
0	0	35.179	18.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.947	5.386	0	0	0	0	31.921	17.754	32.861	29.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.226	8.782	0	0	0	0	33.428	2.253	0	0	0	0	0	0	0	0	0	0	0	0	38.08	1.444	0	0	0	0	0	0	32.865	34.355	0	0	41.191	5.104	0	0	0	0	0	0	32.462	95.74	30.872	35.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.871	21.648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.851	12.586	0	0	43.752	2.106	0	0	30.85	47.727	35.957	4.665	35.144	13.804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.667	3.207	37.917	0.224	33.391	14.705	0	0	0	0	0	0	34.036	1.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.898	24.175	0	0	0	0	0	0	34.713	24.481	30.432	27.228	31.738	22.582	0	0	0	0	0	0	49.619	3.395
0	0	35.363	55.537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.06	0.989	0	0	0	0	32.032	16.161	32.986	12.382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.472	3.29	0	0	0	0	33.563	52.323	0	0	0	0	0	0	0	0	0	0	0	0	38.3	4.756	0	0	0	0	0	0	32.993	13.815	0	0	41.815	10.716	0	0	0	0	0	0	32.582	24.079	30.991	26.534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.959	15.283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.96	5.882	0	0	44.457	0.888	0	0	30.997	35.196	36.076	4.376	35.24	14.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.769	5.648	38.158	0.62	33.528	31.149	0	0	0	0	0	0	34.143	9.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.037	11.738	0	0	0	0	0	0	34.826	14.028	30.501	23.357	31.791	27.253	0	0	0	0	0	0	52.645	10.842
0	0	35.57	231.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.219	3.722	0	0	0	0	32.164	43.041	33.105	275.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.586	4.621	0	0	0	0	33.652	30.649	0	0	0	0	0	0	0	0	0	0	0	0	38.479	1.974	0	0	0	0	0	0	33.109	296.618	0	0	42.299	2.134	0	0	0	0	0	0	32.664	12.818	31.099	36.683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.055	15.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.082	11.279	0	0	46.802	1.349	0	0	31.105	47.2	36.288	8.707	35.329	15.458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.943	2.266	38.24	0.513	33.61	18.359	0	0	0	0	0	0	34.337	13.731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.141	17.797	0	0	0	0	0	0	34.947	5.85	30.627	260.247	31.911	49.57	0	0	0	0	0	0	53.161	9.897
0	0	35.706	65.087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.293	1.314	0	0	0	0	32.258	67.937	33.254	184.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.805	2.368	0	0	0	0	33.77	52.796	0	0	0	0	0	0	0	0	0	0	0	0	38.575	3.007	0	0	0	0	0	0	33.258	199.145	0	0	42.657	1.934	0	0	0	0	0	0	32.717	13.237	31.196	25.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.273	24.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.153	8.095	0	0	47.313	0.594	0	0	31.204	31.561	36.371	2.631	35.527	24.923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.175	27.494	38.394	0.299	33.727	33.8	0	0	0	0	0	0	34.622	6.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.337	61.796	0	0	0	0	0	0	35.051	13.678	30.697	39.278	32.024	49.435	0	0	0	0	0	0	53.959	1.383
0	0	35.917	61.869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.455	1.674	0	0	0	0	32.459	49.41	33.426	1.517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.058	15.741	0	0	0	0	33.934	74.375	0	0	0	0	0	0	0	0	0	0	0	0	38.784	2.453	0	0	0	0	0	0	33.426	1.77	0	0	43.073	1.328	0	0	0	0	0	0	32.85	47.688	31.294	22.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.366	9.567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.249	8.842	0	0	47.613	0.938	0	0	31.303	30.864	36.515	5.699	35.672	62.665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.557	2.15	38.527	0.889	33.82	9.164	0	0	0	0	0	0	34.715	5.647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.628	29.45	0	0	0	0	0	0	35.118	9.767	30.833	50.335	32.151	85.385	0	0	0	0	0	0	0	0
0	0	36.1	23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.554	1.931	0	0	0	0	32.579	12.879	33.558	24.838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.307	0.289	0	0	0	0	34.078	28.1	0	0	0	0	0	0	0	0	0	0	0	0	39.054	5.497	0	0	0	0	0	0	33.564	30.071	0	0	43.753	2.081	0	0	0	0	0	0	32.977	20.301	31.406	157.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.512	18.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.342	8.906	0	0	48.111	2.734	0	0	31.413	158.649	36.593	2.719	35.88	17.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.68	1.131	38.984	5.016	33.893	32.717	0	0	0	0	0	0	34.826	0.972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.717	20.894	0	0	0	0	0	0	35.225	10.327	30.982	36.115	32.251	174.242	0	0	0	0	0	0	0	0
0	0	36.311	42.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.022	13.046	0	0	0	0	32.666	5.805	33.646	13.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.528	1.359	0	0	0	0	34.18	57.559	0	0	0	0	0	0	0	0	0	0	0	0	39.504	0.553	0	0	0	0	0	0	33.65	14.297	0	0	44.452	1.369	0	0	0	0	0	0	33.098	377.532	31.461	181.693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.573	10.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.536	178.621	0	0	49.208	1.206	0	0	31.469	222.273	36.693	3.008	35.961	12.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.75	1.031	39.893	1.541	34.035	16.702	0	0	0	0	0	0	34.94	1.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.825	12.934	0	0	0	0	0	0	35.304	9.747	31.087	55.648	32.45	119.276	0	0	0	0	0	0	0	0
0	0	36.45	16.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.478	1.014	0	0	0	0	32.716	7.586	33.762	28.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.991	2.236	0	0	0	0	34.38	124.486	0	0	0	0	0	0	0	0	0	0	0	0	39.747	1.422	0	0	0	0	0	0	33.768	33.967	0	0	45.107	0.449	0	0	0	0	0	0	33.244	270.953	31.66	31.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.689	11.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.676	42.536	0	0	49.743	0.421	0	0	31.673	46.14	36.792	3.679	36.076	11.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.91	3.915	40.131	1.39	34.139	25.711	0	0	0	0	0	0	35.128	1.262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.96	5.167	0	0	0	0	0	0	35.503	122.654	31.187	36.765	32.565	34.492	0	0	0	0	0	0	0	0
